TRANS_FRAUD	CUSTOMER_ID	TERMINAL_ID	TRANS_AMOUNT	TRANS_DAY_OF_WEEK	TRANS_HOUR_OF_DAY	TRANS_WEEKEND	TRANS_NIGHT	CT_AVG_DAY_AMOUNT	CT_AVG_DAY_TRANS	CT_TOT_DAY_AMOUNT	CT_TOT_DAY_TRANS	CT_FRAUD_HIST	TM_AVG_DAY_AMOUNT	TM_AVG_DAY_TRANS	TM_TOT_DAY_AMOUNT	TM_TOT_DAY_TRANS	TM_FRAUD_HIST	TM_CLIENTELE	CT_PURCHASE_TM
1	571	8431	76.08	1	15	0	0	226.09620111731843	3.5921787709497206	318.97	5	2	61.494285714285716	1.3571428571428572	292.06	3	20	26	5
1	573	315	12.66	4	8	0	0	215.15209039548023	3.8926553672316384	12.66	1	5	91.79116279069767	1.813953488372093	53.010000000000005	2	27	41	6
1	573	1042	40.52	1	7	0	0	215.15209039548023	3.8926553672316384	72.74000000000001	2	2	64.72054545454546	1.4272727272727272	121.02000000000001	2	24	38	4
1	573	4923	37.41	3	11	0	0	215.15209039548023	3.8926553672316384	96.35	3	4	76.90766990291262	1.5922330097087378	161.91	4	8	38	3
1	573	6125	31.07	4	7	0	0	215.15209039548023	3.8926553672316384	162.38	3	3	69.040859375	1.5859375	31.07	1	17	37	8
1	573	7151	74.78	3	7	0	0	215.15209039548023	3.8926553672316384	327.05	5	0	81.15708333333333	1.8333333333333333	140.83	4	20	48	0
1	573	7151	87.11	2	15	0	0	215.15209039548023	3.8926553672316384	87.11	1	1	81.15708333333333	1.8333333333333333	87.11	1	38	48	1
1	575	5057	73.99	6	10	1	0	148.8261971830986	2.147887323943662	197.73	2	0	79.39758241758241	1.4175824175824177	132.23	2	6	29	3
1	577	4237	70.38	1	17	0	0	202.79770114942528	3.1149425287356323	246.57999999999998	4	2	97.40861111111111	1.6944444444444444	70.38	1	7	31	2
1	577	5667	82.45	1	7	0	0	202.79770114942528	3.1149425287356323	291.84000000000003	3	0	90.06881355932204	1.6440677966101696	100.14	2	4	33	0
1	577	5667	61.25	2	13	0	0	202.79770114942528	3.1149425287356323	331.05	6	1	90.06881355932204	1.6440677966101696	140.43	2	7	33	1
1	578	6057	252.7	5	18	0	0	162.9402752293578	1.5596330275229358	289.61	2	0	91.78373134328358	1.6940298507462686	269.43	2	0	46	0
1	580	59	226.22	4	6	0	0	339.61727777777776	3.283333333333333	672.13	5	5	83.02904761904762	1.4523809523809523	277.94	2	0	25	5
1	580	2968	217.44	7	12	1	0	339.61727777777776	3.283333333333333	217.44	1	6	98.75858267716535	1.7322834645669292	396.21	4	26	40	6
1	580	3339	229.76	6	13	1	0	339.61727777777776	3.283333333333333	479.22	3	1	83.05461538461539	1.3846153846153846	229.76	1	0	25	1
1	580	4808	236.89	1	16	0	0	339.61727777777776	3.283333333333333	729.86	6	4	115.08508333333333	1.6833333333333333	236.89	1	0	37	7
1	580	6349	253.41	4	11	0	0	339.61727777777776	3.283333333333333	628.31	4	3	98.44523076923078	1.646153846153846	253.41	1	0	35	4
1	580	7038	265.22	5	11	0	0	339.61727777777776	3.283333333333333	720.16	5	0	82.53538461538461	1.4519230769230769	265.22	1	0	27	3
1	580	8500	221.74	1	3	0	1	339.61727777777776	3.283333333333333	407.29	4	7	108.30960317460317	1.6746031746031746	230.43	2	0	33	10
1	580	8760	236.03	2	11	0	0	339.61727777777776	3.283333333333333	634.38	5	2	99.1300826446281	1.56198347107438	247.38	2	2	34	4
1	583	251	72.7	5	9	0	0	227.34975155279503	2.2732919254658386	180.14	2	1	103.59504347826088	1.4608695652173913	72.7	1	10	36	5
1	583	251	105.37	7	11	1	0	227.34975155279503	2.2732919254658386	263.49	2	2	103.59504347826088	1.4608695652173913	127.17	2	13	36	6
1	583	251	126.05	3	9	0	0	227.34975155279503	2.2732919254658386	536.57	6	3	103.59504347826088	1.4608695652173913	126.05	1	15	36	7
1	583	3233	113.38	6	16	1	0	227.34975155279503	2.2732919254658386	232.73	2	4	94.51853448275862	1.6120689655172413	313.15	4	20	39	2
1	583	6175	252.49	7	13	1	0	227.34975155279503	2.2732919254658386	389.26	2	0	82.9908695652174	1.2826086956521738	252.49	1	1	30	2
1	584	2968	29.31	2	11	0	0	144.47338888888888	3.4722222222222223	124.46	5	0	98.75858267716535	1.7322834645669292	153.97	3	20	40	2
1	584	2968	27.26	6	11	1	0	144.47338888888888	3.4722222222222223	195.22	4	1	98.75858267716535	1.7322834645669292	27.26	1	23	40	3
1	584	2968	49.73	7	7	1	0	144.47338888888888	3.4722222222222223	334.99	7	2	98.75858267716535	1.7322834645669292	396.21	4	24	40	4
1	584	2968	41.18	5	10	0	0	144.47338888888888	3.4722222222222223	115.19	2	4	98.75858267716535	1.7322834645669292	41.18	1	28	40	5
1	584	3486	26.51	4	15	0	0	144.47338888888888	3.4722222222222223	92.49	3	3	88.04444444444444	1.5833333333333333	37.19	2	9	32	2
1	584	3486	11.42	2	20	0	1	144.47338888888888	3.4722222222222223	273.91	8	5	88.04444444444444	1.5833333333333333	11.42	1	11	32	3
1	585	1082	202.9	3	6	0	0	196.72011904761905	2.5773809523809526	783.95	3	13	97.42991596638656	1.588235294117647	217.23000000000002	2	0	36	3
1	585	1378	237.75	2	14	0	0	196.72011904761905	2.5773809523809526	697.48	3	10	75.03981981981983	1.4594594594594594	237.75	1	0	32	3
1	585	2284	464.25	7	16	1	0	196.72011904761905	2.5773809523809526	730.6800000000001	3	3	98.18285714285715	1.6904761904761905	464.25	1	1	44	4
1	585	2461	247.9	7	15	1	0	196.72011904761905	2.5773809523809526	730.6800000000001	3	2	83.36526717557253	1.5954198473282444	282.46000000000004	2	0	44	5
1	585	2461	489.5499999999999	7	14	1	0	196.72011904761905	2.5773809523809526	777.4299999999998	4	8	83.36526717557253	1.5954198473282444	526.9899999999999	2	1	44	6
1	585	3365	238.75	1	14	0	0	196.72011904761905	2.5773809523809526	238.75	1	4	89.19327868852459	1.5901639344262295	238.75	1	0	33	4
1	585	3377	439.4	4	17	0	0	196.72011904761905	2.5773809523809526	439.4	1	15	81.01292452830188	1.5566037735849056	558.48	2	0	37	1
1	585	3469	412.75	2	18	0	0	196.72011904761905	2.5773809523809526	697.48	3	11	101.33345132743362	1.6194690265486726	440.52	2	0	37	0
1	585	3756	269.6	3	4	0	1	196.72011904761905	2.5773809523809526	783.95	3	12	95.88008	1.72	269.6	1	0	36	0
1	585	3861	514.55	5	15	0	0	196.72011904761905	2.5773809523809526	713.01	4	1	101.47816513761468	1.5229357798165137	514.55	1	0	32	2
1	585	5333	311.45	3	11	0	0	196.72011904761905	2.5773809523809526	783.95	3	14	93.68806451612903	1.5887096774193548	385.88	2	1	36	4
1	585	7588	539.8	3	17	0	0	196.72011904761905	2.5773809523809526	671.03	3	5	91.75150000000001	1.6	607.38	3	0	42	4
1	585	7711	228.1	7	17	1	0	196.72011904761905	2.5773809523809526	777.4299999999998	4	9	76.12059405940595	1.4653465346534653	228.1	1	0	29	3
1	585	8069	536.3000000000001	6	13	1	0	196.72011904761905	2.5773809523809526	582.32	2	7	97.69508474576271	1.652542372881356	660.4100000000001	3	0	38	2
1	585	8192	85.14	2	9	0	0	196.72011904761905	2.5773809523809526	85.14	1	16	86.589765625	1.609375	161.43	2	1	40	6
1	585	8192	53.04	1	7	0	0	196.72011904761905	2.5773809523809526	415.01	6	17	86.589765625	1.609375	53.04	1	12	40	7
1	585	8829	307.9	5	17	0	0	196.72011904761905	2.5773809523809526	537.93	3	6	98.75626984126984	1.7142857142857142	307.9	1	0	37	3
1	585	9102	91.34	6	16	1	0	196.72011904761905	2.5773809523809526	277.3	4	0	95.04470085470085	1.5726495726495726	91.34	1	13	38	2
1	586	3107	31.32	4	2	0	1	29.517672413793104	1.5689655172413792	31.32	1	2	87.29314285714285	1.561904761904762	31.32	1	17	32	2
1	586	5669	19.95	4	4	0	1	29.517672413793104	1.5689655172413792	86.54	5	1	83.25099099099099	1.4324324324324325	136.79999999999998	2	13	35	0
1	586	9957	3.46	4	13	0	0	29.517672413793104	1.5689655172413792	9.26	2	0	80.65722222222222	1.5277777777777777	206.45	4	4	34	0
1	587	1892	82	4	18	0	0	18.742033898305085	1.5169491525423728	94.7	2	1	75.52755102040817	1.3265306122448979	82	1	1	27	2
1	587	8676	66.75	1	13	0	0	18.742033898305085	1.5169491525423728	66.75	1	0	83.61490196078431	1.6470588235294117	66.75	1	0	30	2
1	588	9972	182.71	2	2	0	1	148.15763358778625	1.618320610687023	215.54000000000002	2	0	81.16577235772358	1.6260162601626016	292	3	26	43	1
1	588	9972	45.45	7	13	1	0	148.15763358778625	1.618320610687023	359.24	4	1	81.16577235772358	1.6260162601626016	45.45	1	31	43	2
1	589	5607	28.03	6	10	1	0	78.08169642857143	1.5625	53.519999999999996	2	0	90.66387096774194	1.7580645161290323	28.03	1	22	43	2
1	590	315	45.64	7	18	1	0	61.91812080536913	1.9395973154362416	108.89	3	1	91.79116279069767	1.813953488372093	45.64	1	13	41	5
1	590	315	5.19	7	17	1	0	61.91812080536913	1.9395973154362416	156.81	4	2	91.79116279069767	1.813953488372093	5.19	1	34	41	6
1	590	877	18.5	4	14	0	0	61.91812080536913	1.9395973154362416	115.15	4	0	68.59894117647059	1.4588235294117646	18.5	1	1	27	5
1	591	459	162.12	5	9	0	0	150.7879661016949	1.5	162.12	1	3	101.67844827586207	1.5344827586206897	202.39000000000001	2	10	36	3
1	591	2688	45.49	7	17	1	0	150.7879661016949	1.5	45.49	1	0	87.64096491228071	1.5701754385964912	100.71000000000001	2	6	36	0
1	591	2688	144.56	7	21	1	1	150.7879661016949	1.5	235.89	2	1	87.64096491228071	1.5701754385964912	194.16	2	17	36	1
1	591	9483	247.05	7	15	1	0	150.7879661016949	1.5	388.83000000000004	2	2	104.00318518518519	1.7703703703703704	247.05	1	0	43	2
1	593	3465	40.8	1	9	0	0	67.25743243243244	1.9594594594594594	204.59	5	0	86.16525862068966	1.5603448275862069	97.39	2	9	36	0
1	594	4360	10.12	3	4	0	1	178.90522727272727	3.284090909090909	525.96	8	2	102.48936	1.88	10.12	1	10	41	9
1	594	7082	47.77	3	15	0	0	178.90522727272727	3.284090909090909	96.35	2	0	74.35539682539682	1.4523809523809523	47.77	1	20	29	2
1	594	7983	24.47	1	4	0	1	178.90522727272727	3.284090909090909	70.37	2	1	83.38503816793893	1.6412213740458015	125.6	2	16	42	7
1	596	3156	43.41	7	7	1	0	166.471843575419	3.8324022346368714	85.63999999999999	2	2	67.43817307692308	1.4038461538461537	43.41	1	5	32	6
1	596	3156	15.77	2	5	0	1	166.471843575419	3.8324022346368714	247.2	8	3	67.43817307692308	1.4038461538461537	138.79	3	9	32	7
1	596	3156	46.08	3	1	0	1	166.471843575419	3.8324022346368714	165.01	3	4	67.43817307692308	1.4038461538461537	64.94	2	12	32	8
1	596	3156	50.81	7	2	1	1	166.471843575419	3.8324022346368714	257.33	4	6	67.43817307692308	1.4038461538461537	50.81	1	16	32	9
1	596	5581	24	7	2	1	1	166.471843575419	3.8324022346368714	127.28	3	0	85.39848214285715	1.5446428571428572	84.55	3	14	35	1
1	596	6532	91.15	3	23	0	1	166.471843575419	3.8324022346368714	165.01	3	5	75.4563953488372	1.4534883720930232	91.15	1	5	29	11
1	596	6532	48.5	1	15	0	0	166.471843575419	3.8324022346368714	124.13	5	7	75.4563953488372	1.4534883720930232	286.71	5	9	29	12
1	596	7926	50.51	6	7	1	0	166.471843575419	3.8324022346368714	292.4	8	1	66.22666666666667	1.4444444444444444	90.28999999999999	2	4	31	7
1	597	8436	53.84	7	6	1	0	306.1892045454546	3.5	466.46000000000004	5	0	91.27415841584158	1.4059405940594059	202.37	3	4	30	6
1	598	4078	37.92	7	10	1	0	75.78516483516484	1.3296703296703296	124.31	3	0	76.92414414414415	1.4594594594594594	94.83	3	9	31	0
1	598	4078	9.43	1	15	0	0	75.78516483516484	1.3296703296703296	9.43	1	1	76.92414414414415	1.4594594594594594	9.43	1	11	31	1
1	598	5375	27.48	7	15	1	0	75.78516483516484	1.3296703296703296	68.76	2	2	67.97989361702128	1.351063829787234	69.67	2	2	30	0
1	599	1368	85.09	3	10	0	0	165.90427672955974	2.289308176100629	210.2	4	4	112.65518518518519	1.787037037037037	85.09	1	0	36	1
1	599	1977	63.4	2	14	0	0	165.90427672955974	2.289308176100629	143.19	3	0	88.05990099009901	1.4356435643564356	87	2	18	35	0
1	599	1977	23.6	2	15	0	0	165.90427672955974	2.289308176100629	143.19	3	1	88.05990099009901	1.4356435643564356	87	2	19	35	1
1	599	6312	15.6	7	7	1	0	165.90427672955974	2.289308176100629	71.83	3	3	80.07892156862745	1.5980392156862746	256.83	5	8	36	3
1	599	7127	122.37	6	15	1	0	165.90427672955974	2.289308176100629	212.42000000000002	3	2	77.95064516129032	1.7580645161290323	189.22	2	8	43	5
1	600	1422	9.3	3	8	0	0	20.932608695652174	2.347826086956522	47.65	3	6	89.72583333333334	1.7083333333333333	86.7	2	0	39	0
1	600	1773	47.35	6	11	1	0	20.932608695652174	2.347826086956522	98.41	5	0	95.06542372881356	1.5593220338983051	47.35	1	0	39	0
1	600	1902	52.55	4	16	0	0	20.932608695652174	2.347826086956522	74.27	4	10	103.36159420289854	1.7391304347826086	52.55	1	2	50	1
1	600	1902	4.73	5	15	0	0	20.932608695652174	2.347826086956522	4.73	1	13	103.36159420289854	1.7391304347826086	127.75999999999999	4	7	50	5
1	600	2490	29.2	3	15	0	0	20.932608695652174	2.347826086956522	47.65	3	7	95.24453781512605	1.6050420168067228	56.8	2	0	36	1
1	600	2935	60.3	2	15	0	0	20.932608695652174	2.347826086956522	117.6	3	5	71.59	1.3663366336633664	65.27	2	0	29	1
1	600	2965	41	1	18	0	0	20.932608695652174	2.347826086956522	41	1	9	90.95472	1.568	41	1	0	45	0
1	600	5160	21.75	5	9	0	0	20.932608695652174	2.347826086956522	30.16	2	8	94.97054263565892	1.7364341085271318	32.63	2	0	47	0
1	600	5413	40.599999999999994	1	10	0	0	20.932608695652174	2.347826086956522	53.05	2	3	66.94466019417476	1.3689320388349515	40.599999999999994	1	0	28	0
1	600	6061	51.2	2	10	0	0	20.932608695652174	2.347826086956522	117.6	3	4	106.96228813559323	1.7542372881355932	51.2	1	0	42	1
1	600	8817	13.9	5	21	0	1	20.932608695652174	2.347826086956522	32.620000000000005	3	11	74.18079207920792	1.5247524752475248	47.519999999999996	2	0	33	0
1	600	9055	38	6	19	1	0	20.932608695652174	2.347826086956522	98.41	5	1	95.48589552238806	1.7313432835820894	38	1	0	45	0
1	600	9229	10.34	4	14	0	0	20.932608695652174	2.347826086956522	19.65	2	12	80.39364485981308	1.4299065420560748	224.95999999999998	3	15	31	3
1	600	9289	43.2	7	11	1	0	20.932608695652174	2.347826086956522	58.900000000000006	2	2	81.47418181818182	1.4727272727272727	43.2	1	0	36	0
1	600	9488	5.68	5	18	0	0	20.932608695652174	2.347826086956522	27.5	3	14	87.06158878504672	1.5420560747663552	5.68	1	3	36	2
1	602	2050	85.34	2	20	0	1	187.02057471264368	2.913793103448276	225.57	3	14	64.72322222222222	1.3111111111111111	160.36	2	2	29	1
1	602	2182	296.90000000000003	1	15	0	0	187.02057471264368	2.913793103448276	383.36	2	6	103.58482142857143	1.6071428571428572	411.90000000000003	2	0	30	3
1	602	2182	134.95	4	13	0	0	187.02057471264368	2.913793103448276	503.55	6	8	103.58482142857143	1.6071428571428572	232.26999999999998	2	1	30	5
1	602	4573	208.55	5	14	0	0	187.02057471264368	2.913793103448276	379.69	3	4	81.8569298245614	1.4736842105263157	244.38	3	0	32	7
1	602	4766	281.5	7	4	1	1	187.02057471264368	2.913793103448276	1050.49	5	12	74.71871794871795	1.3076923076923077	281.5	1	0	31	3
1	602	5095	102.48	3	9	0	0	187.02057471264368	2.913793103448276	318.14	5	0	89.5030701754386	1.4649122807017543	150.32	2	11	26	0
1	602	5730	30.950000000000003	7	7	1	0	187.02057471264368	2.913793103448276	180.51000000000002	4	5	86.08633928571429	1.4553571428571428	30.950000000000003	1	0	27	5
1	602	5803	131.2	6	2	1	1	187.02057471264368	2.913793103448276	646.41	5	10	63.652637362637364	1.3076923076923077	131.2	1	0	32	4
1	602	6432	212.25	3	22	0	1	187.02057471264368	2.913793103448276	292.01	2	3	94.80258064516129	1.7419354838709677	212.25	1	0	30	4
1	602	7822	33.8	7	17	1	0	187.02057471264368	2.913793103448276	69.37	2	17	95.49327731092437	1.5378151260504203	180.36	3	28	27	4
1	602	8032	69.18	1	23	0	1	187.02057471264368	2.913793103448276	143.34	2	16	97.95028846153846	1.5384615384615385	69.18	1	0	29	9
1	602	8032	61.86	4	12	0	0	187.02057471264368	2.913793103448276	61.86	1	18	97.95028846153846	1.5384615384615385	148.34	2	17	29	10
1	602	8124	402.25	6	9	1	0	187.02057471264368	2.913793103448276	646.41	5	11	81.27075268817204	1.4086021505376345	402.25	1	0	30	3
1	602	8333	61.900000000000006	5	7	0	0	187.02057471264368	2.913793103448276	139.04000000000002	2	9	58.88896907216495	1.5876288659793814	61.900000000000006	1	0	33	2
1	602	9030	112.95	1	11	0	0	187.02057471264368	2.913793103448276	288.65	2	2	64.66239130434782	1.3695652173913044	226.48000000000002	4	0	30	2
1	602	9078	175.7	1	9	0	0	187.02057471264368	2.913793103448276	288.65	2	1	102.29360294117647	1.6764705882352942	231.53	3	0	35	2
1	602	9517	561.8	7	11	1	0	187.02057471264368	2.913793103448276	1050.49	5	13	69.72130841121495	1.4953271028037383	574.28	2	0	31	3
1	602	9585	65.32	6	17	1	0	187.02057471264368	2.913793103448276	408	5	15	76.47962264150944	1.4339622641509433	65.32	1	20	29	1
1	602	9895	525.3	3	9	0	0	187.02057471264368	2.913793103448276	579.03	3	7	73.99282608695653	1.358695652173913	597.26	3	0	29	3
1	604	1029	216.35	1	11	0	0	56.32240601503759	1.8120300751879699	216.35	1	3	83.01538461538462	1.6615384615384616	216.35	1	0	40	0
1	604	1760	115.55	4	17	0	0	56.32240601503759	1.8120300751879699	324.51	3	6	98.61440298507462	1.7761194029850746	184.11	2	0	40	0
1	604	1937	243.2	2	11	0	0	56.32240601503759	1.8120300751879699	309.3	2	8	93.71846153846154	1.6837606837606838	325.1	2	0	41	0
1	604	4014	66.10000000000001	2	5	0	1	56.32240601503759	1.8120300751879699	309.3	2	7	102.72017857142858	1.6160714285714286	66.10000000000001	1	0	38	1
1	604	5283	21.5	6	12	1	0	56.32240601503759	1.8120300751879699	75.25	2	2	91.69035714285714	1.5446428571428572	63.19	2	0	32	2
1	604	6281	90.8	3	15	0	0	56.32240601503759	1.8120300751879699	90.8	1	4	77.91015151515151	1.5681818181818181	215.55	6	0	39	2
1	604	6475	175.35	4	2	0	1	56.32240601503759	1.8120300751879699	324.51	3	5	75.69418604651163	1.550387596899225	219.66	3	0	36	0
1	604	8592	53.75	6	7	1	0	56.32240601503759	1.8120300751879699	75.25	2	1	90.85122950819672	1.6885245901639345	225.35000000000002	3	0	41	1
1	604	8722	158.05	4	11	0	0	56.32240601503759	1.8120300751879699	158.05	1	0	69.89606557377049	1.6311475409836065	158.05	1	0	40	1
1	605	697	19.66	5	11	0	0	143.5522222222222	3.611111111111111	200.99	5	0	93.9488679245283	1.5471698113207548	19.66	1	2	36	2
1	605	697	5.46	5	19	0	0	143.5522222222222	3.611111111111111	174.74	6	1	93.9488679245283	1.5471698113207548	5.46	1	6	36	3
1	605	697	42.19	4	4	0	1	143.5522222222222	3.611111111111111	209.43	4	3	93.9488679245283	1.5471698113207548	162.76	3	20	36	4
1	605	697	28.58	4	16	0	0	143.5522222222222	3.611111111111111	209.43	4	4	93.9488679245283	1.5471698113207548	162.76	3	22	36	5
1	605	865	20.77	3	17	0	0	143.5522222222222	3.611111111111111	121.46000000000001	4	8	85.56697674418605	1.558139534883721	20.77	1	6	38	4
1	605	8884	33.1	1	9	0	0	143.5522222222222	3.611111111111111	168.14	6	2	84.8761320754717	1.3867924528301887	117.46	3	1	28	1
1	605	8884	2.43	4	15	0	0	143.5522222222222	3.611111111111111	298.95	7	5	84.8761320754717	1.3867924528301887	2.43	1	8	28	2
1	605	8884	32.56	6	4	1	1	143.5522222222222	3.611111111111111	68.38	2	6	84.8761320754717	1.3867924528301887	32.56	1	16	28	3
1	605	8884	43.39	4	17	0	0	143.5522222222222	3.611111111111111	151.26	4	7	84.8761320754717	1.3867924528301887	43.39	1	18	28	4
1	608	1902	0.3	1	9	0	0	144.11074285714287	3.68	54.54	2	0	103.36159420289854	1.7391304347826086	44.65	2	38	50	4
1	609	9448	5.3	3	4	0	1	38.68157575757576	2.6787878787878787	32.27	4	0	87.79710144927536	1.7608695652173914	44.879999999999995	2	10	42	10
1	610	2673	60.79	1	18	0	0	250.41594444444445	3.4166666666666665	474.41	8	9	101.969173553719	1.6363636363636365	113.11	2	8	28	7
1	610	2673	58.3	2	7	0	0	250.41594444444445	3.4166666666666665	237.79999999999998	5	10	101.969173553719	1.6363636363636365	58.3	1	16	28	8
1	610	2889	73.44	4	9	0	0	250.41594444444445	3.4166666666666665	318.78	4	0	105.88895161290323	1.7983870967741935	73.44	1	1	31	3
1	610	2889	34.12	2	17	0	0	250.41594444444445	3.4166666666666665	99.15	2	2	105.88895161290323	1.7983870967741935	58.699999999999996	2	6	31	4
1	610	2889	80.19	2	14	0	0	250.41594444444445	3.4166666666666665	229.96	5	6	105.88895161290323	1.7983870967741935	80.19	1	24	31	5
1	610	2890	65.03	2	13	0	0	250.41594444444445	3.4166666666666665	99.15	2	1	99.67669811320755	1.471698113207547	289.38	3	1	18	7
1	610	2890	22.13	2	12	0	0	250.41594444444445	3.4166666666666665	218.42000000000002	3	3	99.67669811320755	1.471698113207547	243.04999999999998	3	9	18	8
1	610	2890	163.8	7	14	1	0	250.41594444444445	3.4166666666666665	789.4100000000001	8	7	99.67669811320755	1.471698113207547	385.95	3	22	18	9
1	610	2890	54.79	2	16	0	0	250.41594444444445	3.4166666666666665	428.35	6	8	99.67669811320755	1.471698113207547	182.21	4	28	18	10
1	610	4019	89.98	3	11	0	0	250.41594444444445	3.4166666666666665	197.38	3	4	113.708671875	1.703125	340.68	4	3	31	8
1	610	4019	72.61	6	6	1	0	250.41594444444445	3.4166666666666665	127.03999999999999	2	5	113.708671875	1.703125	146.53	3	8	31	9
1	611	1560	61.07	7	10	1	0	172.57777070063693	2.3312101910828025	202.22	3	1	86.50174603174604	1.6428571428571428	189.89000000000001	3	25	40	4
1	611	7497	90.94	4	8	0	0	172.57777070063693	2.3312101910828025	150.76999999999998	2	0	85.22164835164835	1.4725274725274726	171.91	3	14	34	1
1	613	51	99.8	6	10	1	0	144.89619047619047	1.8639455782312926	681.1999999999999	3	11	93.13264705882352	1.5196078431372548	99.8	1	0	27	3
1	613	773	397.9	1	8	0	0	144.89619047619047	1.8639455782312926	397.9	1	2	94.78622641509433	1.6320754716981132	409.82	2	0	29	0
1	613	867	109.36	7	10	1	0	144.89619047619047	1.8639455782312926	192.36	3	16	84.859765625	1.5859375	109.36	1	19	31	3
1	613	1124	190.9	2	8	0	0	144.89619047619047	1.8639455782312926	190.9	1	14	82.14071428571428	1.4489795918367347	190.9	1	0	27	0
1	613	2556	205.1	6	12	1	0	144.89619047619047	1.8639455782312926	205.1	1	4	83.0656603773585	1.5188679245283019	353.62	2	0	31	2
1	613	2611	154.3	5	7	0	0	144.89619047619047	1.8639455782312926	561.49	4	9	107.38613207547169	1.509433962264151	198.36	2	0	31	1
1	613	3472	103.73	4	6	0	0	144.89619047619047	1.8639455782312926	183.13	2	3	81.79760416666667	1.4166666666666667	103.73	1	5	25	0
1	613	3950	404.7	3	19	0	0	144.89619047619047	1.8639455782312926	838.2	2	6	104.130078125	1.7265625	404.7	1	1	37	0
1	613	4518	343.65000000000003	7	11	1	0	144.89619047619047	1.8639455782312926	507.34000000000003	3	1	83.90157303370786	1.3932584269662922	365.25000000000006	2	0	28	0
1	613	4750	541.5	4	9	0	0	144.89619047619047	1.8639455782312926	607.88	2	8	65.41864077669904	1.2912621359223302	541.5	1	0	26	0
1	613	5689	81.42	6	13	1	0	144.89619047619047	1.8639455782312926	136.82	3	15	103.50738461538461	1.6846153846153846	81.42	1	4	39	0
1	613	7044	403.15	5	23	0	1	144.89619047619047	1.8639455782312926	403.15	1	0	99.85126315789473	1.5473684210526315	497.76	2	0	26	2
1	613	7216	291.95	6	12	1	0	144.89619047619047	1.8639455782312926	681.1999999999999	3	12	78.48182926829269	1.3170731707317074	345.37	2	0	25	0
1	613	7217	558	7	4	1	1	144.89619047619047	1.8639455782312926	558	1	5	89.0572972972973	1.5855855855855856	622.83	2	1	31	0
1	613	8219	433.5	3	22	0	1	144.89619047619047	1.8639455782312926	838.2	2	7	92.25514285714286	1.5333333333333334	433.5	1	0	28	1
1	613	8920	336.9	5	18	0	0	144.89619047619047	1.8639455782312926	561.49	4	10	103.53890625	1.734375	336.9	1	0	33	4
1	613	9177	289.45	6	13	1	0	144.89619047619047	1.8639455782312926	681.1999999999999	3	13	77.60775510204081	1.3571428571428572	289.45	1	0	29	3
1	614	3472	18.64	2	2	0	1	37.206686390532546	2.8875739644970415	36.84	2	0	81.79760416666667	1.4166666666666667	287.68	4	19	25	4
1	615	2082	6.63	1	10	0	0	30.631910112359552	3.8258426966292136	44.68	5	2	94.74638888888889	1.5092592592592593	152.18	4	3	33	0
1	615	3555	6.52	6	7	1	0	30.631910112359552	3.8258426966292136	38.62	4	1	81.24856	1.584	142.07	3	7	39	1
1	615	8713	3.57	3	16	0	0	30.631910112359552	3.8258426966292136	27.939999999999998	3	0	106.26459016393443	1.680327868852459	103.5	2	16	41	0
1	616	9953	7.48	7	19	1	0	12.881037037037038	1.9259259259259258	19.28	3	0	91.22601694915254	1.6016949152542372	26.03	2	14	42	0
1	617	1569	17.68	6	13	1	0	40.710328947368424	1.9736842105263157	93.43	4	0	72.71840425531914	1.5	17.68	1	8	23	4
1	619	95	61.46	4	14	0	0	121.79152866242038	2.6178343949044587	104.13	2	0	79.58425742574258	1.4653465346534653	61.46	1	5	38	5
1	620	2889	68.43	6	13	1	0	195.23272727272726	3.4545454545454546	195.45	3	0	105.88895161290323	1.7983870967741935	69.5	2	22	31	5
1	621	8713	57.42	5	10	0	0	274.3065555555556	3.4555555555555557	170.37	2	0	106.26459016393443	1.680327868852459	179.36	2	1	41	0
1	621	8713	89.86	6	20	1	1	274.3065555555556	3.4555555555555557	263.32	3	1	106.26459016393443	1.680327868852459	123.89	2	13	41	1
1	621	8713	31.45	6	13	1	0	274.3065555555556	3.4555555555555557	418.53999999999996	7	2	106.26459016393443	1.680327868852459	31.45	1	20	41	2
1	621	8713	73.79	3	14	0	0	274.3065555555556	3.4555555555555557	207.58	3	3	106.26459016393443	1.680327868852459	87.07000000000001	2	27	41	3
1	621	9052	57.82	3	11	0	0	274.3065555555556	3.4555555555555557	57.82	1	4	103.20169491525424	1.6610169491525424	105.65	4	19	38	2
1	622	2082	96.79	6	10	1	0	78.54344827586206	1	96.79	1	0	94.74638888888889	1.5092592592592593	96.79	1	26	33	0
1	623	293	90.89	4	19	0	0	129.9426388888889	1.8888888888888888	109.03	2	1	123.1643537414966	2.020408163265306	109.1	2	9	44	2
1	623	9207	66.43	4	20	0	1	129.9426388888889	1.8888888888888888	301.70000000000005	3	0	99.62620437956204	1.8102189781021898	103.17000000000002	2	2	37	0
1	624	1918	114	6	9	1	0	70.65755813953488	2.633720930232558	224.63	4	3	67.92718181818182	1.5272727272727273	121.22	2	0	36	3
1	624	1984	187.95	4	20	0	1	70.65755813953488	2.633720930232558	889.98	8	11	70.32121212121213	1.4646464646464648	318.41999999999996	2	0	30	2
1	624	2879	198.95	1	10	0	0	70.65755813953488	2.633720930232558	282.69	4	0	66.20352380952382	1.4	198.95	1	0	31	4
